start_time,end_time,operation_kind_id,mdm_object_name,name
2023-09-27 06:52:52,2023-09-27 07:01:13,5,119,riding_empty
2023-09-27 07:01:13,2023-09-27 07:01:33,0,119,idle
2023-09-27 07:01:33,2023-09-27 07:04:06,5,119,riding_empty
2023-09-27 07:04:06,2023-09-27 07:04:26,0,119,idle
2023-09-27 07:04:26,2023-09-27 07:06:46,5,119,riding_empty
2023-09-27 07:06:46,2023-09-27 07:10:41,1,119,loading
2023-09-27 07:10:41,2023-09-27 07:27:53,2,119,riding_loaded
2023-09-27 07:27:53,2023-09-27 07:28:23,3,119,unloading_lift
2023-09-27 07:28:49,2023-09-27 07:31:59,5,119,riding_empty
2023-09-27 07:31:59,2023-09-27 07:42:50,0,119,idle
2023-09-27 07:42:50,2023-09-27 07:52:06,5,119,riding_empty
2023-09-27 07:52:06,2023-09-27 07:55:06,0,119,idle
2023-09-27 07:55:06,2023-09-29 11:51:05,5,119,riding_empty
2023-09-29 11:51:05,2023-09-29 11:54:05,0,119,idle
2023-09-29 11:54:05,2023-09-29 12:11:36,5,119,riding_empty
2023-09-29 12:11:36,2023-09-29 12:14:26,1,119,loading
2023-09-29 12:14:26,2023-09-29 12:31:24,2,119,riding_loaded
2023-09-29 12:31:24,2023-09-29 12:32:04,3,119,unloading_lift
2023-09-29 12:32:41,2023-09-29 12:52:48,5,119,riding_empty
2023-09-29 12:52:48,2023-09-29 12:55:43,1,119,loading
2023-09-29 12:55:43,2023-09-29 13:10:52,2,119,riding_loaded
2023-09-29 13:10:52,2023-09-29 13:11:17,3,119,unloading_lift
2023-09-29 13:12:05,2023-09-29 13:19:04,5,119,riding_empty
2023-09-29 13:19:04,2023-09-29 13:20:46,0,119,idle
2023-09-29 13:20:46,2023-09-29 13:26:58,5,119,riding_empty
2023-09-29 13:26:58,2023-09-29 13:29:58,1,119,loading
2023-09-29 13:29:58,2023-09-29 13:45:48,2,119,riding_loaded
2023-09-29 13:45:48,2023-09-29 13:46:28,3,119,unloading_lift
2023-09-29 13:46:57,2023-09-29 13:58:52,5,119,riding_empty
2023-09-29 13:58:52,2023-09-29 14:01:32,1,119,loading
2023-09-29 14:01:32,2023-09-29 14:17:53,2,119,riding_loaded
2023-09-29 14:17:53,2023-09-29 14:18:28,3,119,unloading_lift
2023-09-29 14:19:01,2023-09-29 14:30:32,5,119,riding_empty
2023-09-29 14:30:32,2023-09-29 14:33:02,1,119,loading
2023-09-29 14:33:02,2023-09-29 14:48:46,2,119,riding_loaded
2023-09-29 14:48:46,2023-09-29 14:49:31,3,119,unloading_lift
2023-09-29 14:49:42,2023-09-29 15:04:47,5,119,riding_empty
2023-09-29 15:04:47,2023-09-29 15:07:52,1,119,loading
2023-09-29 15:07:52,2023-09-29 15:22:32,2,119,riding_loaded
2023-09-29 15:22:32,2023-09-29 15:23:12,3,119,unloading_lift
2023-09-29 15:23:38,2023-09-29 15:35:03,5,119,riding_empty
2023-09-29 15:35:03,2023-09-29 15:39:03,1,119,loading
2023-09-29 15:39:03,2023-09-29 15:54:22,2,119,riding_loaded
2023-09-29 15:54:22,2023-09-29 15:54:52,3,119,unloading_lift
2023-09-29 15:55:31,2023-09-29 16:16:08,5,119,riding_empty
2023-09-29 16:16:08,2023-09-29 16:21:48,1,119,loading
2023-09-29 16:21:48,2023-09-29 16:33:20,2,119,riding_loaded
2023-09-29 16:33:20,2023-09-29 16:34:13,3,119,unloading_lift
2023-09-29 16:34:37,2023-09-29 16:48:29,5,119,riding_empty
2023-09-29 16:48:29,2023-09-29 16:52:14,1,119,loading
2023-09-29 16:52:14,2023-09-29 17:03:10,2,119,riding_loaded
2023-09-29 17:03:10,2023-09-29 17:04:00,3,119,unloading_lift
2023-09-29 17:04:18,2023-09-29 17:17:01,5,119,riding_empty
2023-09-29 17:17:01,2023-09-29 17:20:51,1,119,loading
2023-09-29 17:20:51,2023-09-29 17:36:25,2,119,riding_loaded
2023-09-29 17:36:25,2023-09-29 17:36:55,3,119,unloading_lift
2023-09-29 17:37:23,2023-09-29 17:51:23,5,119,riding_empty
2023-09-29 17:51:23,2023-09-29 17:56:22,1,119,loading
2023-09-29 17:56:22,2023-09-29 18:08:34,2,119,riding_loaded
2023-09-29 18:08:34,2023-09-29 18:09:14,3,119,unloading_lift
2023-09-29 18:09:59,2023-09-29 18:26:19,5,119,riding_empty
2023-09-29 18:26:19,2023-09-29 18:32:14,1,119,loading
2023-09-29 18:32:14,2023-09-29 18:43:12,2,119,riding_loaded
2023-09-29 18:43:12,2023-09-29 18:43:59,3,119,unloading_lift
2023-09-29 18:44:24,2023-09-29 18:54:40,5,119,riding_empty
2023-09-29 18:54:40,2023-09-29 18:57:40,1,119,loading
2023-09-29 18:57:40,2023-09-29 19:15:58,2,119,riding_loaded
2023-09-29 19:15:58,2023-09-29 19:16:50,3,119,unloading_lift
2023-09-29 19:17:10,2023-09-29 19:20:22,5,119,riding_empty
2023-09-29 19:20:22,2023-09-29 19:21:57,0,119,idle
2023-09-29 19:21:57,2023-09-29 19:30:17,5,119,riding_empty
2023-09-29 19:30:17,2023-09-29 20:11:00,0,119,idle
2023-09-29 20:11:00,2023-09-29 20:28:32,5,119,riding_empty
2023-09-29 20:28:32,2023-09-29 20:32:12,1,119,loading
2023-09-29 20:32:12,2023-09-29 20:51:23,2,119,riding_loaded
2023-09-29 20:51:23,2023-09-29 20:52:09,3,119,unloading_lift
2023-09-29 20:52:29,2023-09-29 20:57:55,5,119,riding_empty
2023-09-29 20:57:55,2023-09-29 21:36:30,0,119,idle
2023-09-29 21:36:30,2023-09-29 21:49:54,5,119,riding_empty
2023-09-29 21:49:54,2023-09-29 21:56:42,1,119,loading
2023-09-29 21:56:42,2023-09-29 22:18:24,2,119,riding_loaded
2023-09-29 22:18:24,2023-09-29 22:19:09,3,119,unloading_lift
2023-09-29 22:19:31,2023-09-29 22:37:10,5,119,riding_empty
2023-09-29 22:37:10,2023-09-29 22:41:05,1,119,loading
2023-09-29 22:41:05,2023-09-29 23:02:16,2,119,riding_loaded
2023-09-29 23:02:16,2023-09-29 23:02:51,3,119,unloading_lift
2023-09-29 23:03:17,2023-09-29 23:15:31,5,119,riding_empty
2023-09-29 23:15:31,2023-09-29 23:17:51,0,119,idle
2023-09-29 23:17:51,2023-09-29 23:22:38,5,119,riding_empty
2023-09-29 23:22:38,2023-09-29 23:28:18,1,119,loading
2023-09-29 23:28:18,2023-09-29 23:37:58,2,119,riding_loaded
2023-09-29 23:37:58,2023-09-29 23:47:56,0,119,idle
2023-09-29 23:47:56,2023-09-30 00:06:58,2,119,riding_loaded
2023-09-30 00:06:58,2023-09-30 00:07:36,3,119,unloading_lift
2023-09-30 00:07:51,2023-09-30 00:23:34,5,119,riding_empty
2023-09-30 00:23:34,2023-09-30 00:28:01,0,119,idle
2023-09-30 00:28:01,2023-09-30 00:32:01,5,119,riding_empty
2023-09-30 00:32:01,2023-09-30 00:35:16,1,119,loading
2023-09-30 00:35:16,2023-09-30 00:56:12,2,119,riding_loaded
2023-09-30 00:56:12,2023-09-30 00:56:47,3,119,unloading_lift
2023-09-30 00:57:12,2023-09-30 01:12:36,5,119,riding_empty
2023-09-30 01:12:36,2023-09-30 01:13:51,0,119,idle
2023-09-30 01:13:51,2023-09-30 01:20:23,5,119,riding_empty
2023-09-30 01:20:23,2023-09-30 01:25:21,1,119,loading
2023-09-30 01:25:21,2023-09-30 01:44:17,2,119,riding_loaded
2023-09-30 01:44:17,2023-09-30 01:44:57,3,119,unloading_lift
2023-09-30 01:45:19,2023-09-30 02:02:54,5,119,riding_empty
2023-09-30 02:02:54,2023-09-30 02:07:34,1,119,loading
2023-09-30 02:07:34,2023-09-30 02:28:31,2,119,riding_loaded
2023-09-30 02:28:31,2023-09-30 02:29:11,3,119,unloading_lift
2023-09-30 02:29:32,2023-09-30 02:31:45,5,119,riding_empty
2023-09-30 02:31:45,2023-09-30 02:45:42,0,119,idle
2023-09-30 02:45:42,2023-09-30 02:59:45,5,119,riding_empty
2023-09-30 02:59:45,2023-09-30 03:04:30,1,119,loading
2023-09-30 03:04:30,2023-09-30 03:23:13,2,119,riding_loaded
2023-09-30 03:23:13,2023-09-30 03:23:58,3,119,unloading_lift
2023-09-30 03:24:19,2023-09-30 03:40:07,5,119,riding_empty
2023-09-30 03:40:07,2023-09-30 03:44:12,1,119,loading
2023-09-30 03:44:12,2023-09-30 04:04:15,2,119,riding_loaded
2023-09-30 04:04:15,2023-09-30 04:04:40,3,119,unloading_lift
2023-09-30 04:05:09,2023-09-30 04:09:32,5,119,riding_empty
2023-09-30 04:09:32,2023-09-30 04:40:07,0,119,idle
2023-09-30 04:40:07,2023-09-30 04:56:06,5,119,riding_empty
2023-09-30 04:56:06,2023-09-30 05:00:11,1,119,loading
2023-09-30 05:00:11,2023-09-30 05:05:31,2,119,riding_loaded
2023-09-30 05:05:31,2023-09-30 05:06:01,3,119,unloading_lift
2023-09-30 05:06:29,2023-09-30 05:16:06,5,119,riding_empty
2023-09-30 05:16:06,2023-09-30 05:21:01,1,119,loading
2023-09-30 05:21:01,2023-09-30 05:41:38,2,119,riding_loaded
2023-09-30 05:41:38,2023-09-30 05:42:13,3,119,unloading_lift
2023-09-30 05:42:42,2023-09-30 06:00:31,5,119,riding_empty
2023-09-30 06:00:31,2023-09-30 06:03:46,1,119,loading
2023-09-30 06:03:46,2023-09-30 06:22:14,2,119,riding_loaded
2023-09-30 06:22:14,2023-09-30 06:22:49,3,119,unloading_lift
2023-09-30 06:23:10,2023-09-30 06:39:58,5,119,riding_empty
2023-09-30 06:39:58,2023-09-30 06:45:10,1,119,loading
2023-09-30 06:45:10,2023-09-30 07:05:52,2,119,riding_loaded
2023-09-30 07:05:52,2023-09-30 07:06:37,3,119,unloading_lift
2023-09-30 07:06:53,2023-09-30 07:23:05,5,119,riding_empty
2023-09-30 07:23:05,2023-09-30 07:28:12,1,119,loading
2023-09-30 07:28:12,2023-09-30 07:30:08,2,119,riding_loaded
2023-09-30 07:30:08,2023-09-30 07:59:37,0,119,idle
2023-09-30 07:59:37,2023-09-30 08:19:30,2,119,riding_loaded
2023-09-30 08:19:30,2023-09-30 08:20:00,3,119,unloading_lift
2023-09-30 08:20:40,2023-09-30 08:47:33,5,119,riding_empty
2023-09-30 08:47:33,2023-09-30 08:51:48,1,119,loading
2023-09-30 08:51:48,2023-09-30 09:10:23,2,119,riding_loaded
2023-09-30 09:10:23,2023-09-30 09:11:03,3,119,unloading_lift
2023-09-30 09:11:35,2023-09-30 09:42:54,5,119,riding_empty
2023-09-30 09:42:54,2023-09-30 09:47:49,1,119,loading
2023-09-30 09:47:49,2023-09-30 10:07:13,2,119,riding_loaded
2023-09-30 10:07:13,2023-09-30 10:07:59,3,119,unloading_lift
2023-09-30 10:08:25,2023-09-30 10:25:42,5,119,riding_empty
2023-09-30 10:25:42,2023-09-30 10:30:12,1,119,loading
2023-09-30 10:30:12,2023-09-30 10:50:22,2,119,riding_loaded
2023-09-30 10:50:22,2023-09-30 10:51:02,3,119,unloading_lift
2023-09-30 10:51:18,2023-09-30 11:01:16,5,119,riding_empty
2023-09-30 11:01:16,2023-09-30 11:02:26,0,119,idle
2023-09-30 11:02:26,2023-09-30 11:07:58,5,119,riding_empty
2023-09-30 11:07:58,2023-09-30 11:11:18,1,119,loading
2023-09-30 11:11:18,2023-09-30 11:29:31,2,119,riding_loaded
2023-09-30 11:29:31,2023-09-30 11:30:06,3,119,unloading_lift
2023-09-30 11:30:35,2023-09-30 11:53:24,5,119,riding_empty
2023-09-30 11:53:24,2023-09-30 11:56:49,1,119,loading
2023-09-30 11:56:49,2023-09-30 11:58:40,2,119,riding_loaded
2023-09-30 11:58:40,2023-09-30 11:59:35,0,119,idle
2023-09-30 11:59:35,2023-09-30 12:15:42,2,119,riding_loaded
2023-09-30 12:15:42,2023-09-30 12:16:17,3,119,unloading_lift
2023-09-30 12:16:57,2023-09-30 12:20:03,5,119,riding_empty
2023-09-30 12:20:03,2023-09-30 12:21:18,0,119,idle
2023-09-30 12:21:18,2023-09-30 12:30:47,5,119,riding_empty
2023-09-30 12:30:47,2023-09-30 12:45:10,0,119,idle
2023-09-30 12:45:10,2023-09-30 12:50:18,5,119,riding_empty
2023-09-30 12:50:18,2023-09-30 12:53:58,1,119,loading
2023-09-30 12:53:58,2023-09-30 13:12:48,2,119,riding_loaded
2023-09-30 13:12:48,2023-09-30 13:13:28,3,119,unloading_lift
2023-09-30 13:13:54,2023-09-30 13:26:43,5,119,riding_empty
